Filename,Date,Curve_type,leaf_number,leaf_age,light_environment,tree_number,QC_code,QC_reason,general_licor_file_or_notebook_note,specific_licor_leaf_note,manual_or_automated_entry,JW.Age,JW.Comment,code_for_matching
10112012-tnf-tr9-aci-hux1.txt,10/11/12 11:03,aci,8,mature,shade,9,4,"curve done at 45 C for a temperature test, and gs very low",,,automated,M,Recent Mature,ACI_curve8_10112012-tnf-tr9-aci-hux1.txt
10112012-tnf-tr9-lc-b2.txt,10/11/12 12:09,LC,9,old,shade,9,,,_epi,,automated,9?-O,"Previous Growing Season, No Epiphyll",LC_curve9_10112012-tnf-tr9-lc-b2.txt
10112012-tnf-tr9-lc-b2.txt,10/11/12 12:09,LC,9,old,shade,9,,,_epi,,automated,9?-O,"Previous Growing Season, No Epiphyll",LC_curve9_10112012-tnf-tr9-lc-b2.txt
1017-tnf-tr9-lc-hux1.txt,10/17/12 9:49,aci,8,mature,sun,9,4,"curve done at 45 C for a temperature test; curve looks good, but exclude for leaf age study",,,automated,M,Recent Mature,ACI_curve8_1017-tnf-tr9-lc-hux1.txt
1017-tnf-tr9-lc-hux1.txt,10/17/12 9:49,LC,1,young,sun,9,1,curve looks okay,,,automated,Y,NaN,LC_curve1_1017-tnf-tr9-lc-hux1.txt
1017-tnf-tr9-lc-hux1.txt,10/17/12 9:49,LC,4,mature,sun,9,1,curve looks okay,,,automated,M,Recent Growing Season,LC_curve4_1017-tnf-tr9-lc-hux1.txt
1017-tnf-tr9-lc-hux1.txt,10/17/12 9:49,LC,6,young,sun,9,1,curve looks okay,,,automated,Y,NaN,LC_curve6_1017-tnf-tr9-lc-hux1.txt
10172012-tnf-tr9-aci-b2.txt,10/17/12 10:24,aci,3,mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve3_10172012-tnf-tr9-aci-b2.txt
10172012-tnf-tr9-aci-b2.txt,10/17/12 10:24,aci,5,young,sun,9,1,curve looks okay,,,automated,Y,NaN,ACI_curve5_10172012-tnf-tr9-aci-b2.txt
10172012-tnf-tr9-aci-b2.txt,10/17/12 10:24,aci,7,youn/mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve7_10172012-tnf-tr9-aci-b2.txt
10172012-tnf-tr9-aci-b2.txt,10/17/12 10:24,aci,9,young,sun,9,1,curve looks okay,,,automated,Y,NaN,ACI_curve9_10172012-tnf-tr9-aci-b2.txt
10172012-tnf-tr9-aci-b2.txt,10/17/12 10:24,aci,10,mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve10_10172012-tnf-tr9-aci-b2.txt
10172012-tnf-tr9-lc-b2.txt,10/17/12 7:00,LC,2,y/m,sun,9,,,,,automated,M,Recent Mature,LC_curve2_10172012-tnf-tr9-lc-b2.txt
10172012-tnf-tr9-sun-aci-b2.txt,10/18/12 12:40,aci,15,old,sun,500,4,Ran out of battery during curve (although the first few points look okay),File should say 10182012 instead of 10172012,,automated,O,might be senence,ACI_curve15_10172012-tnf-tr9-sun-aci-b2.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,aci,4,old,shade,500,,,,,automated,O,Previous Growing Season,ACI_curve4_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,aci,4,old,shade,500,,,,,automated,O,Previous Growing Season,ACI_curve4_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,aci,8,mature,shade,500,,,,,automated,O,Previous Growing Season,ACI_curve8_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,LC,1,mature,shade,500,,,,,automated,M,Recent Mature,LC_curve1_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,LC,1,mature,shade,500,,,,,automated,M,Recent Mature,LC_curve1_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,LC,4,old,shade,500,,,,,automated,6?-O,"Previous Growing Season, Epiphyll",LC_curve4_1018-tnf-tr500-lc-hux1.txt
1018-tnf-tr500-lc-hux1.txt,10/18/12 9:50,LC,10,mature,shade,500,,,,,automated,M,Recent Mature,LC_curve10_1018-tnf-tr500-lc-hux1.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,aci,,,,,,,,,automated,NaN,NaN,ACI_curve_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,aci,2,mature,shade,500,4,"curve odd, conductance very low",,,automated,M,Recent Mature,ACI_curve2_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,aci,3,old,shade,500,4,"curve odd, conductance very low",,,automated,O,"Previous Growing Season, Epiphyll",ACI_curve3_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,aci,7,mature,shade,500,1,curve looks okay,,,automated,O,Previous Growing Season,ACI_curve7_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,LC,3,old,shade,500,4,"curve odd, conductance very low",,,automated,O,"Previous Growing Season, Epiphyll",LC_curve3_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-aci-b2.txt,10/18/12 9:48,LC,9,mature,shade,500,1,curve looks okay,,,automated,M,Recent Mature,LC_curve9_10182012-tnf-tr500-aci-b2.txt
10182012-tnf-tr500-sun-aci-b2.txt,10/18/12 11:43,aci,11,mature,sun,500,4,"curve odd, conductance very low",,,automated,M,Recent Mature,ACI_curve11_10182012-tnf-tr500-sun-aci-b2.txt
10182012-tnf-tr500-sun-aci-b2.txt,10/18/12 11:43,LC,13,mature,sun,500,4,"curve odd, conductance very low",,,automated,M,Recent Mature,LC_curve13_10182012-tnf-tr500-sun-aci-b2.txt
10182012-tnf-tr500-sun-aci-hux1.txt,10/18/12 11:42,aci,12,mature,sun,500,2,"conductance very low, photosynthesis very low, maybe exclude",,,automated,M,Recent Mature,ACI_curve12_10182012-tnf-tr500-sun-aci-hux1.txt
10182012-tnf-tr500-sun-aci-hux1.txt,10/18/12 11:42,LC,14,mature,sun,500,3,"conductance very low, curve odd",,,automated,M,Recent Mature,LC_curve14_10182012-tnf-tr500-sun-aci-hux1.txt
10182012-tnf-tr9-aci-sun-hux1.txt,10/18/12 16:02,aci,15,old,sun,500,4,"curve odd, conductance and photosynthesis very low",file should say tr500,,manual,O,might be senence,ACI_curve15_10182012-tnf-tr9-aci-sun-hux1.txt
10182012-tnf-tr9-aci-sun-hux1.txt,10/18/12 16:02,aci,16,old,sun,500,4,"curve odd, conductance and photosynthesis very low",file should say tr500,,manual,O,might be senence,ACI_curve16_10182012-tnf-tr9-aci-sun-hux1.txt
10252012-tnf-caferana-aci-b2.txt,10/25/12 0:00,aci,1,old,shade,caferana,1,,,,automated,M or O,epiphyll,ACI_curve1_10252012-tnf-caferana-aci-b2.txt
10252012-tnf-caferana-aci-b2.txt,10/25/12 0:00,aci,4,old,shade,caferana,1,,,,automated,M or O,epiphyll,ACI_curve4_10252012-tnf-caferana-aci-b2.txt
10252012-tnf-caferana-aci-b2.txt,10/25/12 0:00,aci,4,old,shade,caferana,,,,,automated,M or O,epiphyll,ACI_curve4_10252012-tnf-caferana-aci-b2.txt
10252012-tnf-caferana-aci-b2_2.txt,10/25/12 0:00,aci,7,mature_newestseason_growth,shade,caferana,1,curve looks okay,,,automated,M,NaN,ACI_curve7_10252012-tnf-caferana-aci-b2_2.txt
10252012-tnf-caferana-aci-b2_2.txt,10/25/12 0:00,LC,10,mature_newestseason_growth,shade,caferana,1,curve looks okay,,,automated,M,NaN,LC_curve10_10252012-tnf-caferana-aci-b2_2.txt
10252012-tnf-caferana-aci-hux1.txt,10/25/12 0:00,aci,2,mature,shade,caferana,1,curve looks okay,,_this_seasons_growth,automated,M,NaN,ACI_curve2_10252012-tnf-caferana-aci-hux1.txt
10252012-tnf-caferana-aci-hux1.txt,10/25/12 0:00,aci,3,mature,shade,caferana,1,curve looks okay,,_this_seasons_growth,automated,M,NaN,ACI_curve3_10252012-tnf-caferana-aci-hux1.txt
10252012-tnf-caferana-aci-hux1_2.txt,10/25/12 0:00,aci,8,mature,shade,caferana,2,"curve looks decent, but at high temperature",,,automated,M,NaN,ACI_curve8_10252012-tnf-caferana-aci-hux1_2.txt
10252012-tnf-caferana-aci-hux1_2.txt,10/25/12 0:00,LC,9,old,shade,caferana,1,curve looks decent,,,automated,M or O,NaN,LC_curve9_10252012-tnf-caferana-aci-hux1_2.txt
10252012-tnf-caferana-lc-b2.txt,10/25/12 9:31,LC,6,mature,shade,caferana,1,curve looks okay,,_newest_season_growth,automated,M,Recent Mature,LC_curve6_10252012-tnf-caferana-lc-b2.txt
10252012-tnf-caferana-lc-hux1.txt,10/25/12 9:29,LC,5,old,shade,caferana,1,curve looks okay,,_last_seasons_growth,automated,M or O,?I will say it is Mature,LC_curve5_10252012-tnf-caferana-lc-hux1.txt
11132012-tnf-tr118-shade-lc-b2.txt,11/13/12 8:35,LC,2,mature,shade,118,,,,,automated,M,NaN,LC_curve2_11132012-tnf-tr118-shade-lc-b2.txt
11132012-tnf-tr118-shade-lc-b2.txt,11/13/12 8:35,LC,3,mature,sun,118,,,,,automated,M,NaN,LC_curve3_11132012-tnf-tr118-shade-lc-b2.txt
11132012-tnf-tr118-shade-lc-hux1.txt,11/13/12 8:32,LC,1,old,shade,118,,,,,automated,O,NaN,LC_curve1_11132012-tnf-tr118-shade-lc-hux1.txt
11132012-tnf-tr118-shade-lc-hux1.txt,11/13/12 8:32,LC,4,old,sun,118,,,,,automated,M or O,NaN,LC_curve4_11132012-tnf-tr118-shade-lc-hux1.txt
11162012-tnf-caferana-b2.txt,11/16/12 6:33,aci,3,old1,shade,caferana,1,curve looks okay,,,automated,O,"Previous Growing Season, epiphyll",ACI_curve3_11162012-tnf-caferana-b2.txt
11162012-tnf-caferana-b2.txt,11/16/12 6:33,aci,5,old1,shade,caferana,1,curve looks okay,,,automated,O,Previous Growing Season,ACI_curve5_11162012-tnf-caferana-b2.txt
11162012-tnf-caferana-b2.txt,11/16/12 6:33,LC,1,old1,shade,caferana,1,curve looks okay,,,automated,O,Previous Growing Season,LC_curve1_11162012-tnf-caferana-b2.txt
11162012-tnf-caferana-b2.txt,11/16/12 6:33,LC,7,mature,shade,caferana,1,curve looks okay,,,automated,M,Recent Mature,LC_curve7_11162012-tnf-caferana-b2.txt
11162012-tnf-caferana-b2.txt,11/16/12 6:33,LC,9,old,shade,caferana,1,curve looks okay,,,automated,O,"Previous Growing Season, epiphyll",LC_curve9_11162012-tnf-caferana-b2.txt
11162012-tnf-caferana-hux1.txt,11/16/12 6:43,aci,4,mature,shade,caferana,,,,,automated,M,Recent Mature,ACI_curve4_11162012-tnf-caferana-hux1.txt
11162012-tnf-caferana-hux1.txt,11/16/12 6:43,aci,6,mature,shade,caferana,,,,,automated,M,Recent Mature,ACI_curve6_11162012-tnf-caferana-hux1.txt
11162012-tnf-caferana-hux1.txt,11/16/12 6:43,aci,8,old,shade,caferana,,,,,automated,O,Previous Growing Season,ACI_curve8_11162012-tnf-caferana-hux1.txt
11162012-tnf-caferana-hux1.txt,11/16/12 6:43,LC,2,old1,shade,caferana,,,,,automated,M,Recent Mature,LC_curve2_11162012-tnf-caferana-hux1.txt
11162012-tnf-caferana-hux1.txt,11/16/12 6:43,LC,10,old,shade,caferana,,,,,automated,O,Previous Growing Season,LC_curve10_11162012-tnf-caferana-hux1.txt
11192012-tnf-tr118-sh-aci-hux.txt,11/19/12 8:58,aci,5,old,shade,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,O,Previous Growing Season,ACI_curve5_11192012-tnf-tr118-sh-aci-hux.txt
11192012-tnf-tr118-sh-aci-hux.txt,11/19/12 8:58,aci,7,mature,shade,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,M,Recent Mature,ACI_curve7_11192012-tnf-tr118-sh-aci-hux.txt
11192012-tnf-tr118-sh-aci-hux.txt,11/19/12 8:58,aci,10,mature,shade,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,M Or O,? I will say it is Old,ACI_curve10_11192012-tnf-tr118-sh-aci-hux.txt
11192012-tnf-tr118-sh-lc-hx.txt,11/19/12 6:07,LC,1,old,shade,118,,,,,automated,O,Previous Growing Season,LC_curve1_11192012-tnf-tr118-sh-lc-hx.txt
11192012-tnf-tr118-sh-lc-hx.txt,11/19/12 6:07,LC,,,,,,,,,automated,NaN,NaN,LC_curve_11192012-tnf-tr118-sh-lc-hx.txt
11192012-tnf-tr118-sh-lc-hx.txt,11/19/12 6:07,LC,3,old,shade,118,,,,,automated,O,Previous Growing Season,LC_curve3_11192012-tnf-tr118-sh-lc-hx.txt
11192012-tnf-tr118-sun-aci-b2.txt,11/19/12 8:51,aci,6,old,sun,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,O,Previous Growing Season,ACI_curve6_11192012-tnf-tr118-sun-aci-b2.txt
11192012-tnf-tr118-sun-aci-b2.txt,11/19/12 8:51,aci,8,old,shade,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,O,Previous Growing Season,ACI_curve8_11192012-tnf-tr118-sun-aci-b2.txt
11192012-tnf-tr118-sun-aci-b2.txt,11/19/12 8:51,aci,9,old,sun,118,4,curves strange--I dont think re-cutting worked because it was so dry,,,automated,O,Previous Growing Season,ACI_curve9_11192012-tnf-tr118-sun-aci-b2.txt
11192012-tnf-tr118-sun-lc-b2_2.txt,10/19/12 0:00,LC,4,old,sun,118,,,,,automated,O,NaN,LC_curve4_11192012-tnf-tr118-sun-lc-b2_2.txt
11192012-tnf-tr33-lc-b2.txt,11/19/12 12:14,aci,3,old,shade,33,1,curve looks okay,,,automated,O,Recent Mature,ACI_curve3_11192012-tnf-tr33-lc-b2.txt
11192012-tnf-tr33-lc-b2.txt,11/19/12 12:14,LC,2,old,shade,33,,,,,automated,O,Previous Growing Season,LC_curve2_11192012-tnf-tr33-lc-b2.txt
11192012-tnf-tr33-lc-hux.txt,11/19/12 12:11,aci,4,mature,shade,33,1,curve looks okay,,,automated,M,Previous Growing Season,ACI_curve4_11192012-tnf-tr33-lc-hux.txt
11192012-tnf-tr33-lc-hux.txt,11/19/12 12:11,LC,1,mature,shade,33,1,curve looks okay,,,automated,M,Recent Mature,LC_curve1_11192012-tnf-tr33-lc-hux.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,aci,n/a,mature,more_shade,tower_tachi,1,curve looks okay,in situ measurements with tower tachi,,automated,NaN,Check Number,ACI_curven/a_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,aci,aci4,old,more_shade,tower_tachi,,,in situ measurements with tower tachi,,automated,M or O,NaN,ACI_curveaci4_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,LC,lc,mature,more_shade,tower_tachi,2,"curve looks okay, but truncated because leaf tore",in situ measurements with tower tachi,,manual,NaN,NaN,LC_curvelc_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,LC,lc2,old,more_shade,tower_tachi,1,curve looks okay,in situ measurements with tower tachi,,manual,NaN,NaN,LC_curvelc2_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,LC,lc3,old,more_shade,tower_tachi,1,curve looks okay,in situ measurements with tower tachi,,manual,NaN,NaN,LC_curvelc3_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2.txt,11/20/12 0:00,LC,lc6,old,more_shade,tower_tachi,4,only one point in curve,in situ measurements with tower tachi,,manual,NaN,NaN,LC_curvelc6_11202012-tnf-tower-tachi-curves-b2.txt
11202012-tnf-tower-tachi-curves-b2_2.txt,11/20/12 0:00,LC,lc6,old,more_shade,tower_tachi,,,in situ measurements with tower tachi,,automated,M,NaN,LC_curvelc6_11202012-tnf-tower-tachi-curves-b2_2.txt
11202012-tnf-tower-tachi-hux1_2.txt,11/20/12 0:00,LC,other,mature,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,,automated,NaN,Check Number,LC_curveother_11202012-tnf-tower-tachi-hux1_2.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,1,mature,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve1_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,2,mature,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve2_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,3,mature,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve3_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,4,mature,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve4_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,5,old,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve5_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,6,old,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve6_11202012-tnf-tower-tachi-hux1.txt
11202012-tnf-tower-tachi-hux1.txt,11/20/12 0:00,diurnal curve,7,old,sunish,tower_tachi,4,Exclude for aci and light curve analyses,in situ measurements with tower tachi,diurnal curve of tower tachi; exclude for a/ci and light curve analysis.  Note--these same leaves were als measured in 11202012-tnf-tower-tachi-hux1_1 later in day,manual,NaN,NaN,DIURNAL CURVE_curve7_11202012-tnf-tower-tachi-hux1.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,aci,2,position_1__most_apical_,shade,us1,,,,,automated,YM,NaN,ACI_curve2_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,aci,3,position_2__from_most_apical_,shade,us1,,,,,automated,M,Recent Mature,ACI_curve3_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,aci,4,position_2__from_most_apical_,shade,us1,,,,,automated,M,Recent Mature,ACI_curve4_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,aci,5,position_3__from_most_apical_,shade,us1,,,,,automated,M,Recent Mature,ACI_curve5_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,aci,7,position_5__from_most_apical_,shade,us1,,,,,automated,O,"Previous Growing Season, epiphyll",ACI_curve7_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,LC,4,position_2__from_most_apical_,shade,us1,,,,,automated,M,Recent Mature,LC_curve4_11212013-tnf-understory1_of_504-b2.txt
11212013-tnf-understory1_of_504-b2.txt,11/21/13 15:36,LC,5,position_3__from_most_apical_,shade,us1,,,,,automated,6?-M,Recent Mature,LC_curve5_11212013-tnf-understory1_of_504-b2.txt
111222012-tnf-tower-macarunduba-b2,11/12/12 8:33,,,,,tower_macarunduba,4,Exclude for aci and light curve analyses,"Has diurnal and/or humidity curves, no aci or light curves.  Exclude for aci and light curve analyses",,manual,NaN,NaN,_curve_111222012-tnf-tower-macarunduba-b2
11252012-tnf-tr9-aci-b2.txt,11/25/12 7:40,aci,3,old,shade,9,1,curve looks okay,,,automated,O,Previous Growing Season,ACI_curve3_11252012-tnf-tr9-aci-b2.txt
11252012-tnf-tr9-aci-hux1.txt,11/25/12 7:49,aci,4,mature,shade,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve4_11252012-tnf-tr9-aci-hux1.txt
11252012-tnf-tr9-curves-b2_2.txt,11/25/12 0:00,aci,10,young,shade,9,1,curve looks okay,,,automated,Y,NaN,ACI_curve10_11252012-tnf-tr9-curves-b2_2.txt
11252012-tnf-tr9-curves-hux1_2.txt,11/25/12 0:00,LC,9,young,shade,9,,,,,automated,Y,NaN,LC_curve9_11252012-tnf-tr9-curves-hux1_2.txt
11252012-tnf-tr9-lc-b2.txt,11/25/12 6:06,LC,1,mature,shade,9,,,,,automated,M,Recent Mature,LC_curve1_11252012-tnf-tr9-lc-b2.txt
11252012-tnf-tr9-lc-hux1.txt,11/25/12 6:02,LC,2,old,shade,9,,,,,automated,O,Previous Growing Season,LC_curve2_11252012-tnf-tr9-lc-hux1.txt
11252012-tnf-tr9-curves-hux1.txt,11/25/12 11:59,gs by VPD,6,y/m,shade,9,4,4,"Exclude for aci and light curve analyses, gs x VPD curve",,manual,NaN,NaN,GS BY VPD_curve6_11252012-tnf-tr9-curves-hux1.txt
11252012-tnf-tr9-curves-hux1.txt,11/25/12 11:59,gs by VPD,8,y/m,shade,9,4,4,"Exclude for aci and light curve analyses, gs x VPD curve",,manual,NaN,NaN,GS BY VPD_curve8_11252012-tnf-tr9-curves-hux1.txt
11252012-tnf-tr9-curves-b2.txt,11/25/12 11:59,gs by VPD,5,mature,shade,9,4,4,"Exclude for aci and light curve analyses, gs x VPD curve",,manual,NaN,NaN,GS BY VPD_curve5_11252012-tnf-tr9-curves-b2.txt
11252012-tnf-tr9-curves-b2.txt,11/25/12 11:59,gs by VPD,7,mature,shade,9,4,4,"Exclude for aci and light curve analyses, gs x VPD curve",,manual,NaN,NaN,GS BY VPD_curve7_11252012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,aci,1,mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve1_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,aci,3,y/m,sun,9,1,curve looks okay,,,automated,YM,NaN,ACI_curve3_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,aci,9,y/m,shade,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve9_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,LC,5,y/m,sun,9,1,curve looks okay,,,automated,YM,NaN,LC_curve5_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,LC,7,mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,LC_curve7_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,LC,11,y/m,shade,9,1,curve looks okay,,,automated,M,Recent Mature,LC_curve11_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-b2.txt,11/26/12 10:07,LC,15,young,shade,9,1,curve looks okay,,,automated,O,"Previous Growing Season; If is number 16, it will then be Y",LC_curve15_11262012-tnf-tr9-curves-b2.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,aci,2,mature,sun,9,1,curve looks okay,,,automated,M,Recent Mature,ACI_curve2_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,aci,4,old,sun,9,1,curve looks okay,,,automated,O,Previous Growing Season,ACI_curve4_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,aci,10,young,sun,9,1,curve looks okay,,,automated,Y,NaN,ACI_curve10_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,LC,6,old,sun,9,1,curve looks okay,,"leaf has very small hole, I might have a picture of it.",automated,O,Previous Growing Season,LC_curve6_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,LC,8,young,sun,9,1,curve looks okay,,,automated,Y,NaN,LC_curve8_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,LC,12,y/m,shade,9,1,curve looks okay,,,automated,M,Recent Mature,LC_curve12_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-curves-hux1.txt,11/26/12 10:16,LC,14,mature,shade,9,1,curve looks okay,,"This light curve has two starts, but is one curve.",automated,M,Recent Mature,LC_curve14_11262012-tnf-tr9-curves-hux1.txt
11262012-tnf-tr9-tcurve-hux1,Nov 26 2012 14:37:40,,16,young,shade,9,4,Exclude for aci and light curve analyses,,Temperature curve,manual,NaN,NaN,_curve16_11262012-tnf-tr9-tcurve-hux1
11262012-tnf-tr9-tcurve-b2,Nov 26 2012 14:37:17,,15,old,shade,9,4,Exclude for aci and light curve analyses,,Temperature curve,manual,NaN,NaN,_curve15_11262012-tnf-tr9-tcurve-b2
11272012-tnf-tr500-aci-b2.txt,11/27/12 6:27,aci,3,mature,sun,500,,,,,automated,M,Recent Mature,ACI_curve3_11272012-tnf-tr500-aci-b2.txt
11272012-tnf-tr500-aci-b2.txt,11/27/12 6:27,LC,1,mature,sun,500,,,,,automated,M,Recent Mature,LC_curve1_11272012-tnf-tr500-aci-b2.txt
11272012-tnf-tr500-aci-hux1.txt,11/27/12 6:27,aci,4,mature,sun,500,,,,,automated,O,"Previous growing Season; Not very sure, it is a little confusing which leaf is the sun leaf",ACI_curve4_11272012-tnf-tr500-aci-hux1.txt
11272012-tnf-tr500-aci-hux1.txt,11/27/12 6:27,LC,2,mature,sun,500,,,,,automated,O,"Previous growing Season; Not very sure, it is a little confusing which leaf is the sun leaf",LC_curve2_11272012-tnf-tr500-aci-hux1.txt
11272012-tnf-tr504-curves-b2.txt,11/27/12 0:00,aci,3,mature,shade,504,4,Marked this curve to exclude because PAR was accidentally low.  It was the first attempt of doing a leaf #3,,,automated,M,NaN,ACI_curve3_11272012-tnf-tr504-curves-b2.txt
11272012-tnf-tr504-curves-b2.txt,11/27/12 0:00,aci,3,mature,shade,504,1,curve looks okay,,,automated,M,NaN,ACI_curve3_11272012-tnf-tr504-curves-b2.txt
11272012-tnf-tr504-curves-b2.txt,11/27/12 0:00,LC,1,mature,shade,504,1,curve looks okay,,,automated,M,NaN,LC_curve1_11272012-tnf-tr504-curves-b2.txt
